,user_id,created_time,object_type,url,page_type,url_split
33055,170745,Sat Jun 23 02:51:01 2018,,betaRegistration/,beta registration,betaRegistration
33056,170745,Sat Jun 23 02:51:46 2018,,myGroups,mygroups,myGroups
33057,170745,Sat Jun 23 02:51:54 2018,,pendingGroups,pending groups,pendingGroups
33058,170745,Sat Jun 23 02:53:21 2018,3.0,discussions-about/30010/,discussion page,discussions-about
33060,170745,Sat Jun 23 02:53:40 2018,,notification,notification,notification
33061,170745,Sat Jun 23 02:54:07 2018,3.0,discussions-about/30010/,discussion page,discussions-about
33150,171026,Sun Jun  3 23:18:55 2018,,main-home,main home,main-home
33151,171026,Sun Jun  3 23:19:27 2018,3.0,discussions-about/28435/0/,discussion page,discussions-about
33153,171026,Sun Jun 10 15:47:08 2018,,main-home,main home,main-home
33154,171026,Sun Jun 10 15:48:13 2018,3.0,discussions-about/28435/0/,discussion page,discussions-about
33156,171026,Sun Jun 24 17:01:40 2018,,main-home,main home,main-home
33157,171026,Sun Jun 24 17:01:54 2018,3.0,discussions-about/28435/0/,discussion page,discussions-about
33159,171029,Sat Jun 23 23:56:45 2018,3.0,discussions-about/24523/0/,discussion page,discussions-about
33161,171029,Sat Jun 23 23:57:07 2018,,document-detail/cba0736c-d433-11e7-a162-022ab9c25860/3/3,document detail,document-detail
33163,171029,Sat Jun 23 23:57:11 2018,14.0,document-reader/cba0736c-d433-11e7-a162-022ab9c25860/3/24575/3/0/?tabval=full,document detail,document-reader
33164,171032,Wed Jun  6 00:33:31 2018,3.0,discussions-about/29714/?track_id=5b16677bc803a01f3059374f&src=d,discussion page,discussions-about
33166,171032,Fri Jun 15 23:19:16 2018,5.0,event-detail/5251,event page,event-detail
33169,171033,Sat Jun 23 00:17:57 2018,3.0,discussions-about/29778/,discussion page,discussions-about
33260,171343,Tue Jun 12 18:47:43 2018,4.0,status/29853/?track_id=5b1fa20dc803a04dd815ceb2&src=d,status,status
33261,171343,Thu Jun 21 18:18:15 2018,,document-detail/0ff53348-74f4-11e8-9f39-06e1b31daef4/1677/1677,document detail,document-detail
33262,171343,Thu Jun 21 18:18:16 2018,2.0,document-detail/0ff53348-74f4-11e8-9f39-06e1b31daef4/1677/1677,group page,document-detail
33264,171343,Thu Jun 21 18:18:18 2018,14.0,document-reader/0ff53348-74f4-11e8-9f39-06e1b31daef4/1677/29981/1677/0/?tabval=full,document detail,document-reader
33265,171344,Thu Jun 21 19:51:25 2018,,document-detail/0ff53348-74f4-11e8-9f39-06e1b31daef4/1677/1677,document detail,document-detail
33266,171344,Thu Jun 21 19:51:25 2018,2.0,document-detail/0ff53348-74f4-11e8-9f39-06e1b31daef4/1677/1677,group page,document-detail
33268,171344,Thu Jun 21 19:51:27 2018,14.0,document-reader/0ff53348-74f4-11e8-9f39-06e1b31daef4/1677/29981/1677/0/?tabval=full,document detail,document-reader
33363,171420,Thu Jun 28 16:10:59 2018,1.0,profile/166624?track_id=5b34b95fc803a0221c3147ff&src=d,profile page,profile
33364,171423,Sat Jun  2 07:42:54 2018,3.0,discussions-about/27612/0/,discussion page,discussions-about
33366,171563,Fri Jun  8 22:26:45 2018,,search?tags=AAAS%20member%20kudos&groups=507&my_groups_only=&limit=5&offset=0,search,search
33367,171563,Fri Jun  8 22:26:47 2018,2.0,search?tags=AAAS%20member%20kudos&groups=507&my_groups_only=&limit=5&offset=5,group page,search
33368,171563,Fri Jun  8 22:27:04 2018,3.0,discussions-about/13292/0#commentList,discussion page,discussions-about
33369,171689,Fri Jun 22 21:52:51 2018,5.0,event-detail/5410?track_id=5b2d21e4c803a0768f7a5096&src=w,event page,event-detail
33371,171737,Sat Jun  2 00:50:22 2018,,email-notification?src=w&sec=group,notification,email-notification
33372,171737,Sat Jun  2 00:52:01 2018,,email-notification?src=w&sec=group,notification,email-notification
33420,171860,Thu Jun 21 16:25:52 2018,,main-home,main home,main-home
33421,172015,Fri Jun 22 17:12:09 2018,,betaRegistration/,beta registration,betaRegistration
33422,172021,Thu Jun 14 00:15:10 2018,,pendingConnections?track_id=5b1ab054c803a01a1321fbb3&src=w,pending connection,pendingConnections
33423,172021,Thu Jun 14 00:15:20 2018,1.0,profile/180343,profile page,profile
33424,172021,Thu Jun 14 00:15:45 2018,1.0,profile/180343,profile page,profile
33425,172021,Thu Jun 14 00:17:07 2018,,notification,notification,notification
33426,172021,Thu Jun 14 00:17:09 2018,,content-notification,content_notif,content-notification
33427,172021,Thu Jun 14 00:18:00 2018,3.0,discussions-about/29888/,discussion page,discussions-about
33488,172621,Mon Jun 25 23:11:28 2018,4.0,status/30092/0/,status,status
33490,172621,Mon Jun 25 23:11:41 2018,3.0,discussions-about/30093/,discussion page,discussions-about
33492,172621,Mon Jun 25 23:11:56 2018,4.0,status/30088/0/,status,status
33494,172621,Mon Jun 25 23:12:04 2018,,group-news/14,group news,group-news
33495,172621,Tue Jun 26 20:58:42 2018,4.0,status/30092/0/,status,status
33497,172621,Tue Jun 26 20:59:18 2018,,group-discussions/618,discussion,group-discussions
33498,172621,Tue Jun 26 21:00:06 2018,,group-about/648/,about page,group-about
33499,172621,Tue Jun 26 21:00:06 2018,2.0,group-about/648/,group page,group-about
33500,172621,Fri Jun 29 21:59:27 2018,3.0,discussions-about/30093/?track_id=5b365e37c803a0221c315c18&src=w,discussion page,discussions-about
33502,172681,Wed Jun  6 23:19:42 2018,,email-notification?src=d&sec=group,notification,email-notification
33503,172871,Fri Jun  1 16:46:55 2018,,document-detail/aa9be564-64e2-11e8-9f39-06e1b31daef4/618/618,document detail,document-detail
33504,172871,Fri Jun  1 16:46:56 2018,2.0,document-detail/aa9be564-64e2-11e8-9f39-06e1b31daef4/618/618,group page,document-detail
33506,172871,Fri Jun  1 16:47:00 2018,14.0,document-reader/aa9be564-64e2-11e8-9f39-06e1b31daef4/618/29668/618/0/?tabval=full,document detail,document-reader
33507,172959,Wed Jun 27 07:13:15 2018,3.0,discussions-about/29818/,discussion page,discussions-about
33509,173027,Tue Jun 12 21:33:27 2018,9.0,announcement-detail/29859/?track_id=5b1f7826c803a067c35e1201&src=n,announcement,announcement-detail
33511,173027,Tue Jun 12 21:33:36 2018,,email-notification,notification,email-notification
33512,173027,Tue Jun 12 21:33:44 2018,,manageAccount/,manageaccount,manageAccount
33513,173027,Tue Jun 12 21:33:55 2018,,manageAccount/,manageaccount,manageAccount
33514,173027,Tue Jun 12 21:34:01 2018,,manageAccount/tabEmail,manageaccount,manageAccount
33515,173027,Tue Jun 12 21:34:06 2018,,email-notification,notification,email-notification
33516,173077,Wed Jun 13 00:30:42 2018,,betaRegistration/,beta registration,betaRegistration
33517,173199,Sun Jun 24 21:56:03 2018,,betaRegistration/,beta registration,betaRegistration
33518,173206,Sat Jun 30 05:45:52 2018,,connections,connection,connections
33641,173290,Fri Jun 29 22:43:41 2018,3.0,discussions-about/30135/?track_id=5b365e41c803a0221c315c48&src=w,discussion page,discussions-about
33643,173290,Fri Jun 29 22:44:08 2018,1.0,profile/166268,profile page,profile
33644,173290,Fri Jun 29 22:44:24 2018,3.0,discussions-about/30135/,discussion page,discussions-about
33646,173290,Fri Jun 29 22:44:31 2018,3.0,discussions-about/30134/0/,discussion page,discussions-about
33648,173290,Fri Jun 29 22:44:57 2018,3.0,discussions-about/30159/?track_id=5b365e41c803a0221c315c48&src=w,discussion page,discussions-about
33650,173290,Fri Jun 29 22:45:00 2018,3.0,discussions-about/30161/?track_id=5b365e41c803a0221c315c48&src=w,discussion page,discussions-about
33652,173366,Fri Jun 29 20:34:47 2018,3.0,discussions-about/30132/,discussion page,discussions-about
33654,173486,Tue Jun  5 03:14:06 2018,,betaRegistration/,beta registration,betaRegistration
33655,173486,Tue Jun  5 03:14:45 2018,,myGroups,mygroups,myGroups
33656,173486,Tue Jun  5 03:14:54 2018,,pendingGroups,pending groups,pendingGroups
33657,173486,Tue Jun  5 03:15:06 2018,,myGroups,mygroups,myGroups
33658,173486,Tue Jun  5 03:15:12 2018,,group-home/902,group home,group-home
33659,173486,Tue Jun  5 03:15:12 2018,2.0,group-home/902,group page,group-home
33661,173486,Tue Jun  5 03:15:23 2018,14.0,document-reader/cd16f515-539b-11e8-9f39-06e1b31daef4/902/29309/902/,document detail,document-reader
33662,173637,Thu Jun 28 23:57:20 2018,,betaRegistration/,beta registration,betaRegistration
33663,173637,Thu Jun 28 23:58:33 2018,,myGroups,mygroups,myGroups
33664,173637,Thu Jun 28 23:58:38 2018,,pendingGroups,pending groups,pendingGroups
33665,173637,Thu Jun 28 23:59:04 2018,,group-home/194,group home,group-home
33666,173637,Thu Jun 28 23:59:26 2018,,manageAccount/,manageaccount,manageAccount
33698,173650,Wed Jun 13 00:59:59 2018,,myGroups,mygroups,myGroups
33699,173650,Fri Jun 15 21:42:44 2018,,main-home,main home,main-home
33700,173650,Fri Jun 15 21:42:48 2018,,search?search_text=sea%20change&object_type=0,search,search
33701,173650,Fri Jun 15 21:43:18 2018,,main-home?isPrivatePopup,main home,main-home
33702,173650,Fri Jun 15 21:43:30 2018,,email-notification,notification,email-notification
33703,173654,Fri Jun  1 05:46:11 2018,,main-home,main home,main-home
33704,173695,Sun Jun 17 19:41:47 2018,,main-home,main home,main-home
33705,173695,Sun Jun 17 19:42:29 2018,,group-home/1823,group home,group-home
33706,173695,Sun Jun 17 19:42:29 2018,2.0,group-home/1823,group page,group-home
33707,173695,Sun Jun 17 19:42:34 2018,,group-discussions/1823,discussion,group-discussions
33708,173695,Sun Jun 17 19:42:51 2018,,search?search_text=sofi&groups=1823,search,search
33709,173695,Sun Jun 17 19:42:52 2018,2.0,search?search_text=sofi&groups=1823&my_groups_only=&limit=5&offset=0,group page,search
33710,173695,Sun Jun 17 19:43:32 2018,1.0,profile/165224,profile page,profile
33711,173742,Mon Jun 18 18:54:55 2018,,main-home,main home,main-home
33712,173742,Mon Jun 18 18:54:58 2018,,notification,notification,notification
33713,173742,Mon Jun 18 18:55:02 2018,,connections,connection,connections
33714,173742,Mon Jun 18 18:55:20 2018,,profile-edit/173742,profile edit,profile-edit
33715,173742,Mon Jun 18 18:55:23 2018,,manageAccount/,manageaccount,manageAccount
33716,173742,Mon Jun 18 18:55:32 2018,1.0,profile/173742,profile page,profile
33717,173754,Fri Jun  1 20:26:31 2018,,myGroups,mygroups,myGroups
33718,173754,Fri Jun  1 20:26:39 2018,,profile-edit/173754,profile edit,profile-edit
33719,173754,Fri Jun  1 20:26:39 2018,1.0,profile/173754,profile page,profile
33720,173754,Fri Jun  1 20:27:14 2018,,profile-edit/173754,profile edit,profile-edit
33829,173787,Fri Jun  1 21:54:18 2018,,main-home,main home,main-home
33830,173787,Fri Jun  1 21:54:30 2018,,email-notification,notification,email-notification
33831,173787,Fri Jun  1 21:55:45 2018,,profile-edit/173787,profile edit,profile-edit
33832,173787,Fri Jun  1 21:55:46 2018,1.0,profile/173787,profile page,profile
33833,173812,Sat Jun  9 00:24:00 2018,3.0,discussions-about/13309/,discussion page,discussions-about
33835,173812,Fri Jun 29 22:18:55 2018,,document-detail/73d9052d-f166-11e7-a162-022ab9c25860/3/3,document detail,document-detail
33837,173812,Fri Jun 29 22:18:56 2018,2.0,document-detail/73d9052d-f166-11e7-a162-022ab9c25860/3/3,group page,document-detail
33838,173812,Fri Jun 29 22:19:24 2018,14.0,document-reader/73d9052d-f166-11e7-a162-022ab9c25860/3/25475/3/0/?tabval=full,document detail,document-reader
33839,173885,Sat Jun  9 00:25:14 2018,3.0,discussions-about/29734/?track_id=5b1ab02cc803a01a1321faf8&src=w,discussion page,discussions-about
33841,173885,Fri Jun 22 22:45:16 2018,3.0,discussions-about/29941/?track_id=5b2d221cc803a0768f7a51a2&src=w,discussion page,discussions-about
33843,173916,Fri Jun  8 22:12:21 2018,3.0,discussions-about/29709/?track_id=5b1ab040c803a01a1321fb54&src=w,discussion page,discussions-about
33845,173916,Fri Jun  8 22:12:30 2018,,group-discussions/507,discussion,group-discussions
33846,173916,Fri Jun  8 22:13:26 2018,3.0,discussions-about/26187/0/,discussion page,discussions-about
33847,173916,Fri Jun  8 22:14:02 2018,,group-about/1813,about page,group-about
33848,173916,Fri Jun  8 22:14:02 2018,2.0,group-about/1813,group page,group-about
33849,173916,Fri Jun  8 22:14:09 2018,,group-about/1813/,about page,group-about
33850,173916,Fri Jun  8 22:14:34 2018,,main-home,main home,main-home
33851,173929,Thu Jun 21 06:18:48 2018,,kt_tok=eyJpIjoiT0dabE9HTTJZekEyWWpFdyIsInQiOiJ1VzhucEVEeEp1cU5UbEZCXC9Ld2VFV1g5eG1lc2lnN0lrclp4NFQwdk1TeVp5dXRkVjB5a0lSWk1aRFwvTHNjMFBZeHlsamQ4TFRpdE44ZWZGTlV5dDBcL0MxUlJOXC9WTCs5c1lwY1wvV3pnR0lhR0NUY3J4TWdhdldUNnlXaTR2MHQzIn0%3D#/betaRegistration/,beta registration,kt_tok=eyJpIjoiT0dabE9HTTJZekEyWWpFdyIsInQiOiJ1VzhucEVEeEp1cU5UbEZCXC9Ld2VFV1g5eG1lc2lnN0lrclp4NFQwdk1TeVp5dXRkVjB5a0lSWk1aRFwvTHNjMFBZeHlsamQ4TFRpdE44ZWZGTlV5dDBcL0MxUlJOXC9WTCs5c1lwY1wvV3pnR0lhR0NUY3J4TWdhdldUNnlXaTR2MHQzIn0%3D#
33852,173929,Thu Jun 21 06:21:16 2018,,kt_tok=eyJpIjoiT0dabE9HTTJZekEyWWpFdyIsInQiOiJ1VzhucEVEeEp1cU5UbEZCXC9Ld2VFV1g5eG1lc2lnN0lrclp4NFQwdk1TeVp5dXRkVjB5a0lSWk1aRFwvTHNjMFBZeHlsamQ4TFRpdE44ZWZGTlV5dDBcL0MxUlJOXC9WTCs5c1lwY1wvV3pnR0lhR0NUY3J4TWdhdldUNnlXaTR2MHQzIn0%3D#/myGroups,mygroups,kt_tok=eyJpIjoiT0dabE9HTTJZekEyWWpFdyIsInQiOiJ1VzhucEVEeEp1cU5UbEZCXC9Ld2VFV1g5eG1lc2lnN0lrclp4NFQwdk1TeVp5dXRkVjB5a0lSWk1aRFwvTHNjMFBZeHlsamQ4TFRpdE44ZWZGTlV5dDBcL0MxUlJOXC9WTCs5c1lwY1wvV3pnR0lhR0NUY3J4TWdhdldUNnlXaTR2MHQzIn0%3D#
33853,173929,Thu Jun 21 06:21:21 2018,,kt_tok=eyJpIjoiT0dabE9HTTJZekEyWWpFdyIsInQiOiJ1VzhucEVEeEp1cU5UbEZCXC9Ld2VFV1g5eG1lc2lnN0lrclp4NFQwdk1TeVp5dXRkVjB5a0lSWk1aRFwvTHNjMFBZeHlsamQ4TFRpdE44ZWZGTlV5dDBcL0MxUlJOXC9WTCs5c1lwY1wvV3pnR0lhR0NUY3J4TWdhdldUNnlXaTR2MHQzIn0%3D#/pendingGroups,pending groups,kt_tok=eyJpIjoiT0dabE9HTTJZekEyWWpFdyIsInQiOiJ1VzhucEVEeEp1cU5UbEZCXC9Ld2VFV1g5eG1lc2lnN0lrclp4NFQwdk1TeVp5dXRkVjB5a0lSWk1aRFwvTHNjMFBZeHlsamQ4TFRpdE44ZWZGTlV5dDBcL0MxUlJOXC9WTCs5c1lwY1wvV3pnR0lhR0NUY3J4TWdhdldUNnlXaTR2MHQzIn0%3D#
33855,173967,Tue Jun  5 22:13:51 2018,14.0,document-reader/dd06a8e8-6830-11e8-b504-022ab9c25860/1871/29716/1871/?track_id=5b166783c803a01f30593775&src=d,document detail,document-reader
33891,173989,Sat Jun  2 13:20:29 2018,,email-notification?src=w&sec=group,notification,email-notification
33892,173989,Sat Jun  2 13:21:58 2018,,myGroups,mygroups,myGroups
33893,173989,Sat Jun  2 13:22:25 2018,,group-discussions/533,discussion,group-discussions
33894,173989,Sat Jun  2 13:22:25 2018,2.0,group-discussions/533,group page,group-discussions
33895,174252,Sat Jun  9 12:54:38 2018,,main-home,main home,main-home
33896,174252,Sat Jun  9 12:55:10 2018,,group-home/1823,group home,group-home
33897,174252,Sat Jun  9 12:55:13 2018,2.0,group-home/1823,group page,group-home
33898,174252,Sat Jun  9 12:55:42 2018,3.0,discussions-about/25321/30010/,discussion page,discussions-about
33899,174252,Sat Jun  9 12:57:17 2018,,group-home/1823,group home,group-home
33900,174252,Sat Jun  9 12:57:33 2018,3.0,discussions-about/24958/30006/,discussion page,discussions-about
33901,174252,Sat Jun  9 12:58:04 2018,,group-home/1823,group home,group-home
33902,174280,Tue Jun  5 03:47:38 2018,,main-home,main home,main-home
33903,174280,Tue Jun  5 03:47:41 2018,,notification,notification,notification
33904,174280,Tue Jun  5 03:47:52 2018,,main-home,main home,main-home
33905,174280,Tue Jun  5 03:48:02 2018,,library/,library,library
33906,174280,Tue Jun  5 03:48:23 2018,2.0,library/0/618,group page,library
33907,174280,Tue Jun  5 03:50:13 2018,,group-home/618,group home,group-home
33908,174280,Tue Jun  5 03:50:13 2018,2.0,group-home/618,group page,group-home
33909,174280,Tue Jun  5 03:50:28 2018,,group-library/618/,library,group-library
33910,174374,Sat Jun 16 03:11:41 2018,5.0,event-detail/5251,event page,event-detail
33912,174378,Fri Jun 29 19:45:20 2018,3.0,discussions-about/30132/,discussion page,discussions-about
33914,174387,Thu Jun 21 18:16:32 2018,3.0,discussions-about/29974/?track_id=5b2b7fdcc803a00cce1f1438&src=d,discussion page,discussions-about
33916,174387,Thu Jun 21 18:17:25 2018,3.0,discussions-about/29974/0/,discussion page,discussions-about
33918,174387,Thu Jun 21 18:18:22 2018,3.0,discussions-about/29783/0,discussion page,discussions-about
33920,174438,Sun Jun 24 21:59:22 2018,3.0,discussions-about/29953/?track_id=5b2d2290c803a006cf6132e3&src=w,discussion page,discussions-about
33922,174438,Sun Jun 24 22:07:17 2018,,main-home,main home,main-home
33923,174438,Sun Jun 24 22:07:40 2018,3.0,discussions-about/29966/0/,discussion page,discussions-about
33925,174438,Sun Jun 24 22:08:34 2018,,main-home,main home,main-home
33954,174539,Thu Jun 21 05:52:10 2018,5.0,event-detail/5297/0/1,event page,event-detail
33956,174539,Fri Jun 29 22:59:14 2018,,document-detail/73d9052d-f166-11e7-a162-022ab9c25860/3/3,document detail,document-detail
33957,174539,Fri Jun 29 22:59:14 2018,2.0,document-detail/73d9052d-f166-11e7-a162-022ab9c25860/3/3,group page,document-detail
33958,174539,Fri Jun 29 23:07:58 2018,,group-about/3,about page,group-about
34082,174799,Wed Jun 27 22:54:32 2018,,group-home/6,group home,group-home
34083,174799,Wed Jun 27 22:54:32 2018,2.0,group-home/6,group page,group-home
34099,175043,Fri Jun  1 22:15:25 2018,,main-home,main home,main-home
34100,175043,Fri Jun  1 22:16:09 2018,,email-notification,notification,email-notification
34101,175043,Fri Jun  1 22:17:11 2018,,notification,notification,notification
34102,175043,Fri Jun  1 22:17:14 2018,1.0,profile/1742,profile page,profile
34248,175258,Mon Jun 11 00:13:29 2018,,betaRegistration/,beta registration,betaRegistration
34249,175258,Mon Jun 11 00:13:57 2018,,welcome?back=step1,,welcome
34250,175258,Mon Jun 11 00:14:24 2018,,site-home,site home,site-home
34251,175258,Mon Jun 11 00:14:53 2018,,email-notification,notification,email-notification
34252,175258,Mon Jun 11 00:15:11 2018,,site-home,site home,site-home
34253,175258,Mon Jun 11 00:15:16 2018,,email-notification,notification,email-notification
34254,175265,Tue Jun 12 14:44:06 2018,,main-home,main home,main-home
34255,175265,Tue Jun 12 14:44:16 2018,,myGroups,mygroups,myGroups
34256,175265,Tue Jun 12 14:44:17 2018,,group-home/475,group home,group-home
34257,175265,Tue Jun 12 14:44:19 2018,2.0,group-home/475,group page,group-home
34258,175265,Tue Jun 12 14:44:42 2018,,group-about/475/,about page,group-about
34259,175359,Sat Jun 16 07:44:21 2018,,betaRegistration/,beta registration,betaRegistration
34260,175453,Fri Jun  8 22:08:52 2018,,email-notification?src=w&sec=group,notification,email-notification
34261,175480,Mon Jun 11 11:43:12 2018,,main-home,main home,main-home
34262,175488,Tue Jun 19 14:23:27 2018,4.0,status/29932/?track_id=5b2789c4c803a00bf60cf1b5&src=d,status,status
34263,175488,Tue Jun 19 14:23:27 2018,4.0,status/29932/?track_id=5b2789c4c803a00bf60cf1b5&src=d,status,status
34266,175488,Fri Jun 29 12:43:41 2018,4.0,status/30164/?track_id=5b34b96bc803a0221c31483d&src=d,status,status
34268,175490,Tue Jun 19 10:20:42 2018,4.0,status/29932/?track_id=5b2789c1c803a00bf60cf1a6&src=d,status,status
34270,175490,Fri Jun 29 11:53:17 2018,4.0,status/30164/?track_id=5b34b96cc803a0221c314841&src=d,status,status
34272,175490,Fri Jun 29 11:53:34 2018,,notification,notification,notification
34273,175490,Fri Jun 29 11:53:39 2018,4.0,status/29770/1870,status,status
34275,175491,Thu Jun 14 11:25:03 2018,4.0,status/29770/?track_id=5b190a8dc803a064ae64cc10&src=d,status,status
34277,175491,Thu Jun 14 11:25:29 2018,3.0,discussions-about/27914/,discussion page,discussions-about
34278,175491,Thu Jun 14 11:29:21 2018,,main-home,main home,main-home
34279,175491,Thu Jun 14 11:33:30 2018,,group-home/1870,group home,group-home
34280,175491,Thu Jun 14 11:33:31 2018,2.0,group-home/1870,group page,group-home
34281,175491,Thu Jun 14 11:34:01 2018,,main-home,main home,main-home
34282,175491,Mon Jun 18 08:14:29 2018,3.0,discussions-about/27914/,discussion page,discussions-about
34333,175508,Sat Jun 30 00:34:10 2018,,main-home,main home,main-home
34334,175508,Sat Jun 30 00:34:20 2018,3.0,discussions-about/30191/0/,discussion page,discussions-about
34376,175518,Tue Jun 19 11:38:26 2018,,main-home,main home,main-home
34377,175531,Sat Jun 30 06:10:13 2018,,email-notification?src=w&sec=group,notification,email-notification
34378,175637,Sat Jun  2 17:50:06 2018,4.0,status/29702/?track_id=5b127315c803a054fa2c227f&src=d,status,status
34380,175647,Fri Jun 29 22:00:45 2018,,email-notification?src=w&sec=group,notification,email-notification
34381,175673,Sat Jun 16 03:54:19 2018,5.0,event-detail/5398/0/1?track_id=5b23ed66c803a02cd179ba5d&src=w,event page,event-detail
34383,175673,Sat Jun 16 03:54:37 2018,,main-home,main home,main-home
34384,175673,Sat Jun 16 03:54:54 2018,,library/,library,library
34385,175673,Sat Jun 16 03:54:58 2018,,discussions,discussion,discussions
34386,175673,Sat Jun 16 03:55:02 2018,,connections,connection,connections
34387,175673,Sat Jun 16 03:55:36 2018,,discussions,discussion,discussions
34388,175673,Sat Jun 16 03:55:37 2018,,library/,library,library
34389,175673,Sat Jun 16 03:55:38 2018,,main-home,main home,main-home
34390,175697,Tue Jun 26 09:50:22 2018,,betaRegistration/,beta registration,betaRegistration
34391,175697,Tue Jun 26 09:51:40 2018,,myGroups,mygroups,myGroups
34392,175697,Tue Jun 26 09:51:52 2018,,group-home/507,group home,group-home
34393,175697,Tue Jun 26 09:51:56 2018,2.0,group-home/507,group page,group-home
34394,175697,Tue Jun 26 09:59:39 2018,,main-home,main home,main-home
34395,175927,Mon Jun 18 16:02:01 2018,,email-notification?src=d&sec=group,notification,email-notification
34396,175927,Mon Jun 18 16:02:37 2018,,manageAccount/,manageaccount,manageAccount
34397,175927,Mon Jun 18 16:02:48 2018,,manageAccount/tabPrivacy,manageaccount,manageAccount
34398,175927,Mon Jun 18 18:58:59 2018,,manageAccount/tabPrivacy,manageaccount,manageAccount
34399,175938,Tue Jun 19 12:48:35 2018,,betaRegistration/,beta registration,betaRegistration
34400,175938,Tue Jun 19 12:48:56 2018,,myGroups,mygroups,myGroups
34401,175938,Tue Jun 19 12:49:03 2018,,connections,connection,connections
34402,175938,Tue Jun 19 12:49:06 2018,,main-home,main home,main-home
34403,175938,Tue Jun 19 12:49:36 2018,,notification,notification,notification
34404,175938,Tue Jun 19 12:49:55 2018,,pendingConnections,pending connection,pendingConnections
34405,175938,Tue Jun 19 12:50:09 2018,,pendingConnections,pending connection,pendingConnections
34406,175938,Tue Jun 19 12:50:16 2018,,connections,connection,connections
34407,175938,Tue Jun 19 12:50:23 2018,,library/,library,library
34409,176022,Mon Jun  4 18:43:33 2018,14.0,document-reader/c5096f0d-65d1-11e8-9f39-06e1b31daef4/41/29703/41/?track_id=5b127333c803a04a697d658b&src=d,document detail,document-reader
34410,176022,Wed Jun 13 20:42:03 2018,,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/group-home/14,group home,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
34411,176022,Wed Jun 13 20:42:03 2018,2.0,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/group-home/14,group page,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
34412,176022,Wed Jun 13 20:42:15 2018,,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/group-home/1879,group home,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
34413,176022,Wed Jun 13 20:42:52 2018,,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#/group-home/507,group home,kt_tok=eyJpIjoiTTJNMU1tVTROMkZqTXprdyIsInQiOiJ3Qlc3QWlublFDdEpHZkZJNVwvc0FucW5SWFIwMWxVUWhnWitubU9PMTBKXC9ka2kzajFYQzVYcDNTVDZnRWUraWYxb21oMlZSakFiRmc1bzlZWEh0cDVRPT0ifQ%3D%3D#
