,user_id,created_time,object_type,url,page_type,url_split
7962,2738,Fri Jun 29 23:51:09 2018,3.0,discussions-about/30010/31482?track_id=5b366dc6c803a029ab6db916&src=n,discussion page,discussions-about
7963,2984,Mon Jun 25 22:55:39 2018,,betaRegistration/,beta registration,betaRegistration
7964,2984,Mon Jun 25 23:04:21 2018,,myGroups,mygroups,myGroups
7982,3627,Tue Jun 19 05:29:41 2018,3.0,discussions-about/29860/?track_id=5b1f8fd3c803a04cc35d5e33&src=n,discussion page,discussions-about
7984,3627,Wed Jun 27 06:04:39 2018,3.0,discussions-reply/30139/?track_id=5b32810ec803a077586014a3&src=n,discussion page,discussions-reply
7986,3627,Thu Jun 28 06:26:18 2018,3.0,discussions-reply/30139/,discussion page,discussions-reply
7988,3949,Thu Jun 21 19:54:30 2018,,document-detail/9e4f69ff-5915-11e8-9f39-06e1b31daef4/1354/1354,document detail,document-detail
7989,3949,Thu Jun 21 19:54:31 2018,2.0,document-detail/9e4f69ff-5915-11e8-9f39-06e1b31daef4/1354/1354,group page,document-detail
7991,3949,Thu Jun 21 19:54:37 2018,14.0,document-reader/9e4f69ff-5915-11e8-9f39-06e1b31daef4/1354/29413/1354/0/?tabval=full,document detail,document-reader
7992,4236,Mon Jun 25 22:33:06 2018,,email-notification?src=n,notification,email-notification
7993,4236,Mon Jun 25 22:34:54 2018,,profile-edit/4236,profile edit,profile-edit
7994,4236,Mon Jun 25 22:34:59 2018,1.0,profile/4236,profile page,profile
7996,4321,Fri Jun  1 22:14:05 2018,14.0,document-reader/c1fcaa5c-65b4-11e8-9f39-06e1b31daef4/3/29688/3/?track_id=5b1172e0c803a05c7a7e3c49&src=n,document detail,document-reader
7997,4321,Tue Jun  5 21:28:15 2018,3.0,discussions-reply/29629/30944?track_id=5b16ae5bc803a04198566493&src=n,discussion page,discussions-reply
8000,4321,Tue Jun  5 21:48:41 2018,3.0,discussions-about/29629/30944?track_id=5b16ae5bc803a04198566493&src=n,discussion page,discussions-about
8001,4321,Tue Jun  5 21:48:50 2018,3.0,discussions-about/29629/30944?track_id=5b16ae5bc803a04198566493&src=n,discussion page,discussions-about
8003,4321,Sat Jun 23 18:45:13 2018,3.0,discussions-about/29974/0,discussion page,discussions-about
8005,4321,Thu Jun 28 20:56:05 2018,3.0,discussions-about/29974/0,discussion page,discussions-about
8007,4321,Thu Jun 28 22:07:28 2018,,document-detail/9eff86ed-75a5-11e8-b504-022ab9c25860/3/3,document detail,document-detail
8008,4321,Thu Jun 28 22:07:29 2018,2.0,document-detail/9eff86ed-75a5-11e8-b504-022ab9c25860/3/3,group page,document-detail
8010,4321,Thu Jun 28 22:07:31 2018,14.0,document-reader/9eff86ed-75a5-11e8-b504-022ab9c25860/3/30005/3/0/?tabval=full,document detail,document-reader
8070,4395,Fri Jun 15 20:28:11 2018,5.0,event-detail/5402/0/1?track_id=5b23cbfec803a02a8503d6f7&src=n,event page,event-detail
8072,4395,Mon Jun 25 21:03:58 2018,5.0,event-detail/5402/0/1,event page,event-detail
8074,4435,Fri Jun 22 14:57:01 2018,,document-detail/063ffef0-7579-11e8-9f39-06e1b31daef4/1136/1136,document detail,document-detail
8075,4435,Fri Jun 22 14:57:02 2018,2.0,document-detail/063ffef0-7579-11e8-9f39-06e1b31daef4/1136/1136,group page,document-detail
8077,4435,Fri Jun 22 14:57:05 2018,14.0,document-reader/063ffef0-7579-11e8-9f39-06e1b31daef4/1136/29996/1136/0/?tabval=full,document detail,document-reader
8078,4450,Sat Jun 23 01:06:30 2018,3.0,discussions-about/29884/?track_id=5b214392c803a01a5d79e418&src=n,discussion page,discussions-about
8080,4450,Sat Jun 23 01:07:18 2018,1.0,profile/113090,profile page,profile
8081,4450,Sat Jun 23 01:07:45 2018,,profile-edit/4450,profile edit,profile-edit
8082,4450,Sat Jun 23 01:07:45 2018,1.0,profile/4450,profile page,profile
8083,4450,Thu Jun 28 22:09:24 2018,5.0,event-detail/5429?track_id=5b3401bfc803a0221c314277&src=n,event page,event-detail
8085,4489,Sat Jun 23 11:16:07 2018,3.0,discussions-about/24523/0/,discussion page,discussions-about
8087,4489,Sat Jun 23 11:17:57 2018,,document-detail/cb16a9f8-d433-11e7-a162-022ab9c25860/3/3,document detail,document-detail
8089,4489,Sat Jun 23 11:18:00 2018,14.0,document-reader/cb16a9f8-d433-11e7-a162-022ab9c25860/3/24574/3/0/?tabval=full,document detail,document-reader
8091,4548,Thu Jun  7 20:35:38 2018,14.0,document-reader/50351cf0-6a61-11e8-9f39-06e1b31daef4/1813/29780/1813/?track_id=5b194991c803a064ae64dfb9&src=n,document detail,document-reader
8092,4548,Thu Jun  7 20:36:39 2018,,site-home,site home,site-home
8094,4569,Thu Jun  7 21:12:19 2018,14.0,document-reader/f6bc1b3e-37ae-11e8-a162-022ab9c25860/1750/28004/1750/?track_id=5ac43bbcc803a00490195bda&src=n,document detail,document-reader
8095,4569,Thu Jun  7 21:12:51 2018,,group-library/1750,library,group-library
8097,4569,Thu Jun  7 21:13:04 2018,14.0,document-reader/f6bc1b3e-37ae-11e8-a162-022ab9c25860/1750/28004/1750/0/?tabval=full,document detail,document-reader
8098,4569,Thu Jun  7 21:13:11 2018,,group-library/1750/,library,group-library
8100,4569,Thu Jun  7 21:13:29 2018,14.0,document-reader/2937d7e0-37af-11e8-a162-022ab9c25860/1750/28007/1750/0/?tabval=full,document detail,document-reader
8101,4569,Thu Jun  7 21:14:06 2018,,group-library/1750/,library,group-library
8103,4569,Thu Jun  7 21:14:17 2018,14.0,document-reader/f6bc1b3e-37ae-11e8-a162-022ab9c25860/1750/28004/1750/0/?tabval=full,document detail,document-reader
8104,4569,Thu Jun  7 21:14:27 2018,,group-library/1750/,library,group-library
8105,4616,Sat Jun  2 12:04:24 2018,,announcement-reply/29553/?track_id=5b057ab3c803a050e87eb533&src=n,,announcement-reply
8106,4616,Sat Jun  2 12:04:25 2018,2.0,announcement-reply/29553/,group page,announcement-reply
8107,4616,Mon Jun 11 23:56:56 2018,3.0,discussions-about/29714/0/1?track_id=5b159254c803a00b3f58ec31&src=n,discussion page,discussions-about
8109,4616,Mon Jun 11 23:57:57 2018,,site-home?track_id=5b159254c803a00b3f58ec31&src=n,site home,site-home
8181,4728,Mon Jun 25 23:09:37 2018,,group-about/1764?track_id=5b312442c803a054c41c9a01&src=n,about page,group-about
8182,4728,Mon Jun 25 23:09:38 2018,2.0,group-about/1764,group page,group-about
8183,4728,Mon Jun 25 23:10:01 2018,,group-about/1734?track_id=5b31247ec803a054c41c9a04&src=n,about page,group-about
8184,4728,Mon Jun 25 23:10:01 2018,2.0,group-about/1734,group page,group-about
8218,4901,Mon Jun 25 22:59:58 2018,,group-admin-members/1173?filter=extJoinReqList&track_id=5b31265ec803a054c41c9a0f&src=n,group admin,group-admin-members
8219,4901,Mon Jun 25 22:59:58 2018,2.0,group-admin-members/1173?filter=extJoinReqList,group page,group-admin-members
8220,4901,Mon Jun 25 23:00:08 2018,,profile-edit/4901,profile edit,profile-edit
8221,4901,Mon Jun 25 23:00:09 2018,1.0,profile/4901,profile page,profile
8222,4901,Mon Jun 25 23:00:48 2018,,manageAccount/,manageaccount,manageAccount
8223,4901,Mon Jun 25 23:00:55 2018,,myGroups,mygroups,myGroups
8224,4939,Fri Jun 22 21:14:08 2018,3.0,discussions-about/29818/,discussion page,discussions-about
8226,4948,Sat Jun 16 00:32:05 2018,,email-notification?src=w&sec=group,notification,email-notification
8227,4956,Sat Jun 23 21:32:44 2018,,document-detail/da4ee281-7689-11e8-b504-022ab9c25860/1865/1865,document detail,document-detail
8228,4956,Sat Jun 23 21:32:47 2018,2.0,document-detail/da4ee281-7689-11e8-b504-022ab9c25860/1865/1865,group page,document-detail
8230,4956,Sat Jun 23 21:32:57 2018,14.0,document-reader/da4ee281-7689-11e8-b504-022ab9c25860/1865/30026/1865/0/?tabval=full,document detail,document-reader
8232,4956,Sat Jun 23 21:38:35 2018,14.0,document-reader/b1b52f46-714a-11e8-b504-022ab9c25860/1865/29930/1865/,document detail,document-reader
8234,4956,Sat Jun 23 21:40:33 2018,14.0,document-reader/67d8ab2c-7689-11e8-9f39-06e1b31daef4/1865/30025/1865/,document detail,document-reader
9104,5072,Sun Jun 24 01:51:15 2018,14.0,document-reader/67d8ab2c-7689-11e8-9f39-06e1b31daef4/1865/30025/1865/0/1?track_id=5b2daf85c803a0709a5a87fb&src=n,document detail,document-reader
9105,5072,Sun Jun 24 01:51:49 2018,,group-library/1865,library,group-library
9107,5072,Sun Jun 24 01:52:02 2018,14.0,document-reader/0a24bb10-444d-11e8-b504-022ab9c25860/1865/28337/1865/0/?tabval=full,document detail,document-reader
9109,5072,Tue Jun 26 21:38:11 2018,14.0,document-reader/cec40a7d-7957-11e8-b504-022ab9c25860/1865/30126/1865/?track_id=5b3263fac803a053db2f8c1b&src=n,document detail,document-reader
9110,5072,Tue Jun 26 21:39:37 2018,,group-library/1865,library,group-library
9326,5098,Fri Jun 29 19:56:01 2018,3.0,discussions-about/30132/,discussion page,discussions-about
9328,5104,Thu Jun 14 01:46:57 2018,,main-home,main home,main-home
9329,5104,Thu Jun 14 01:47:11 2018,,group-home/3,group home,group-home
9330,5104,Thu Jun 14 01:47:12 2018,2.0,group-home/3,group page,group-home
9332,5289,Thu Jun 14 04:57:47 2018,14.0,document-reader/6dcd87ef-6f21-11e8-9f39-06e1b31daef4/902/29882/902/?track_id=5b2141c3c803a06d5e2c14ed&src=n,document detail,document-reader
9381,5441,Wed Jun 13 21:29:44 2018,3.0,discussions-about/29883/0/1?track_id=5b213e57c803a01a5d79e3b7&src=n,discussion page,discussions-about
9383,5441,Wed Jun 13 21:29:53 2018,,search?tags=ASA%20Leadership%20Conference%20Call&groups=902,search,search
9384,5441,Wed Jun 13 21:29:53 2018,2.0,search?limit=5&offset=0&tags=ASA%20Leadership%20Conference%20Call&groups=902&my_groups_only=,group page,search
9386,5441,Wed Jun 13 21:30:52 2018,14.0,document-reader/6dcd87ef-6f21-11e8-9f39-06e1b31daef4/902/29882/902/,document detail,document-reader
9388,5441,Wed Jun 13 21:31:31 2018,14.0,document-reader/6dcd87ef-6f21-11e8-9f39-06e1b31daef4/902/29882/902/,document detail,document-reader
9390,5441,Wed Jun 13 21:34:14 2018,14.0,document-reader/6dcd87ef-6f21-11e8-9f39-06e1b31daef4/902/29882/902/,document detail,document-reader
9392,5441,Wed Jun 13 21:38:03 2018,14.0,document-reader/6dcd87ef-6f21-11e8-9f39-06e1b31daef4/902/29882/902/,document detail,document-reader
9421,5527,Wed Jun  6 20:14:29 2018,14.0,document-reader/c1fcaa5c-65b4-11e8-9f39-06e1b31daef4/3/29688/3/?track_id=5b1172f5c803a05c7a7e3c7f&src=n,document detail,document-reader
9454,5540,Wed Jun 27 02:05:45 2018,14.0,document-reader/a9e57f4d-7959-11e8-9f39-06e1b31daef4/787/30127/787/?track_id=5b326725c803a037b31ae3af&src=n,document detail,document-reader
9455,5546,Sat Jun 30 01:26:08 2018,5.0,event-detail/5255,event page,event-detail
9525,5573,Wed Jun  6 00:30:17 2018,,main-home,main home,main-home
9526,5573,Wed Jun  6 00:30:25 2018,,myGroups,mygroups,myGroups
9527,5573,Wed Jun  6 00:30:26 2018,,group-home/1173,group home,group-home
9528,5573,Wed Jun  6 00:30:27 2018,2.0,group-home/1173,group page,group-home
9529,5573,Wed Jun  6 00:30:35 2018,,group-admin-members/1173,group admin,group-admin-members
9547,5589,Fri Jun  1 17:52:07 2018,3.0,discussions-about/29629/,discussion page,discussions-about
9549,5589,Fri Jun  8 20:45:52 2018,3.0,discussions-about/29778/0,discussion page,discussions-about
9551,5589,Thu Jun 28 18:14:01 2018,3.0,discussions-about/29629/0/1,discussion page,discussions-about
9632,5596,Wed Jun 20 23:41:05 2018,,group-home/418,group home,group-home
9633,5596,Wed Jun 20 23:41:05 2018,2.0,group-home/418,group page,group-home
9634,5596,Wed Jun 20 23:41:11 2018,,myGroups,mygroups,myGroups
9635,5596,Wed Jun 20 23:41:19 2018,,group-home/1529,group home,group-home
9636,5596,Wed Jun 20 23:41:19 2018,2.0,group-home/1529,group page,group-home
9637,5596,Wed Jun 20 23:41:35 2018,5.0,event-detail/5407/,event page,event-detail
9639,5596,Wed Jun 20 23:41:40 2018,,group-events/1529,events,group-events
9640,5596,Wed Jun 20 23:41:43 2018,,event-entry/,event entry,event-entry
9641,5596,Wed Jun 20 23:44:01 2018,5.0,event-detail/5411,event page,event-detail
9700,5665,Fri Jun  1 21:53:49 2018,14.0,document-reader/c1fcaa5c-65b4-11e8-9f39-06e1b31daef4/3/29688/3/?track_id=5b1172fec803a05c7a7e3c9b&src=n,document detail,document-reader
9701,5665,Fri Jun  1 21:54:07 2018,,group-library/3,library,group-library
9702,5675,Mon Jun 11 22:33:24 2018,3.0,discussions-about/29846/?track_id=5b1eaa1dc803a03fe7689669&src=n,discussion page,discussions-about
9704,5675,Mon Jun 11 22:55:34 2018,,pendingConnections?track_id=5b1eb06ec803a03fe7689677&src=n,pending connection,pendingConnections
9705,5675,Mon Jun 11 22:56:02 2018,,pendingConnections,pending connection,pendingConnections
9706,5675,Mon Jun 11 22:56:05 2018,,pendingConnections,pending connection,pendingConnections
9707,5675,Mon Jun 11 22:56:08 2018,,pendingConnections,pending connection,pendingConnections
9708,5675,Mon Jun 11 22:56:10 2018,,connections,connection,connections
9709,5675,Mon Jun 11 22:56:16 2018,,main-home,main home,main-home
9710,5675,Mon Jun 11 22:56:52 2018,3.0,discussions-reply/29846/31048?track_id=5b1eb0a9c803a03fe7689678&src=n,discussion page,discussions-reply
9712,5675,Fri Jun 22 18:21:08 2018,3.0,discussions-reply/30008/?track_id=5b2cd2f5c803a054cc753fc7&src=n,discussion page,discussions-reply
9714,5678,Sun Jun 10 21:51:46 2018,,group-library/1422/,library,group-library
9715,5678,Sun Jun 10 21:51:46 2018,2.0,group-library/1422/,group page,group-library
9716,5678,Sun Jun 10 21:51:47 2018,2.0,group-about/3/,group page,group-about
9717,5678,Sun Jun 10 21:51:53 2018,,group-about/3/,about page,group-about
9718,5684,Mon Jun  4 15:20:20 2018,,main-home,main home,main-home
9719,5684,Tue Jun 19 15:40:58 2018,,main-home,main home,main-home
9720,5684,Tue Jun 19 15:42:00 2018,,main-home,main home,main-home
9721,5684,Tue Jun 26 18:47:54 2018,,main-home,main home,main-home
9722,5684,Wed Jun 27 18:42:26 2018,,main-home,main home,main-home
9724,5718,Tue Jun 26 00:50:37 2018,14.0,document-reader/3dbea3eb-78a9-11e8-b504-022ab9c25860/478/30103/478/?track_id=5b313f1fc803a037bf3cdf53&src=n,document detail,document-reader
9790,5730,Fri Jun 22 18:59:51 2018,3.0,discussions-about/29974/31248,discussion page,discussions-about
9792,5741,Fri Jun  1 22:37:20 2018,4.0,status/29691/?track_id=5b117d0ec803a02d4e668b94&src=n,status,status
9794,5741,Fri Jun  1 22:37:36 2018,,group-admin-members/626,group admin,group-admin-members
9795,5741,Fri Jun  1 22:37:42 2018,,group-analytics/626,group analytic,group-analytics
9978,5789,Wed Jun 27 00:14:57 2018,3.0,discussions-about/29665/?track_id=5b0f08e7c803a067bd171224&src=n,discussion page,discussions-about
9980,5789,Wed Jun 27 00:15:12 2018,,myGroups,mygroups,myGroups
9981,5789,Wed Jun 27 00:15:19 2018,,main-home,main home,main-home
9982,5789,Wed Jun 27 00:15:46 2018,,group-home/77,group home,group-home
9983,5789,Wed Jun 27 00:15:47 2018,2.0,group-home/77,group page,group-home
9984,5789,Wed Jun 27 00:17:07 2018,,group-discussions/77,discussion,group-discussions
9985,5789,Wed Jun 27 00:17:29 2018,,group-news/77,group news,group-news
10416,5854,Fri Jun 29 19:46:13 2018,,main-home,main home,main-home
10417,5854,Fri Jun 29 19:47:12 2018,,search?search_text=reimbursement&object_type=0,search,search
10418,5864,Wed Jun 13 22:51:38 2018,,main-home,main home,main-home
10419,5864,Wed Jun 13 23:00:54 2018,3.0,discussions-about/29884/0/1?track_id=5b21439bc803a01a5d79e443&src=n,discussion page,discussions-about
10421,5864,Fri Jun 29 21:52:40 2018,3.0,discussions-about/29884/31465?track_id=5b3658aec803a029ab6db88e&src=n,discussion page,discussions-about
10423,5898,Thu Jun 28 21:37:18 2018,5.0,event-detail/5418/0/1?track_id=5b3503a5c803a010ce731afa&src=n,event page,event-detail
10425,5953,Fri Jun  8 22:15:30 2018,3.0,discussions-reply/28430/31017?track_id=5b1aa789c803a02a3075b621&src=n,discussion page,discussions-reply
10427,5953,Fri Jun 29 20:35:14 2018,,group-about/1560/,about page,group-about
10428,5953,Fri Jun 29 20:35:15 2018,2.0,group-about/1560/,group page,group-about
10429,5953,Fri Jun 29 20:35:39 2018,,group-about/1560/,about page,group-about
10458,6002,Fri Jun  1 19:00:33 2018,5.0,event-detail/5353?track_id=5b0edbf0c803a05c7a7e2db1&src=n,event page,event-detail
10460,6002,Fri Jun  1 19:02:06 2018,1.0,profile/271,profile page,profile
10475,6037,Wed Jun 27 23:34:39 2018,,main-home,main home,main-home
10476,6037,Wed Jun 27 23:35:02 2018,3.0,discussions-about/29961/,discussion page,discussions-about
10478,6037,Wed Jun 27 23:35:24 2018,3.0,discussions-about/29961/,discussion page,discussions-about
10480,6052,Wed Jun 20 20:58:07 2018,3.0,discussions-about/29961/0/1?track_id=5b2a57ebc803a00c09505ef4&src=n,discussion page,discussions-about
10482,6052,Wed Jun 20 22:30:46 2018,,profile-edit/6052,profile edit,profile-edit
10483,6052,Wed Jun 20 22:30:46 2018,1.0,profile/6052,profile page,profile
10514,6092,Wed Jun 13 00:51:40 2018,9.0,announcement-detail/29859/?track_id=5b1f781fc803a067c35e11e4&src=n,announcement,announcement-detail
10574,6116,Wed Jun 13 02:45:28 2018,,main-home,main home,main-home
10575,6116,Wed Jun 13 02:48:11 2018,,about,about page,about
10726,6145,Wed Jun 13 15:14:56 2018,,main-home?track_id=5b1f781ec803a067bf41786a&src=n,main home,main-home
10727,6145,Wed Jun 13 15:15:56 2018,,main-home,main home,main-home
10728,6186,Fri Jun 15 22:48:22 2018,3.0,discussions-about/29840/?track_id=5b23dc2fc803a026cb1e9d7f&src=w,discussion page,discussions-about
10730,6197,Tue Jun 12 23:02:10 2018,,pendingConnections?track_id=5b199a7dc803a02f87586e9a&src=n,pending connection,pendingConnections
10731,6197,Tue Jun 12 23:02:13 2018,,connections,connection,connections
10732,6197,Tue Jun 12 23:02:21 2018,1.0,profile/694,profile page,profile
10733,6197,Tue Jun 12 23:04:47 2018,3.0,discussions-about/29677/0/,discussion page,discussions-about
10836,6361,Wed Jun 27 21:20:12 2018,3.0,discussions-about/30161/?track_id=5b33b188c803a032bf52736c&src=n,discussion page,discussions-about
10838,6361,Wed Jun 27 21:20:28 2018,,group-news/1354,group news,group-news
10839,6392,Fri Jun 29 21:30:31 2018,3.0,discussions-about/30145/,discussion page,discussions-about
10876,6657,Sat Jun  2 00:40:08 2018,3.0,discussions-about/29629/,discussion page,discussions-about
10878,6657,Sat Jun  2 00:40:19 2018,,group-library/3/,library,group-library
10879,6657,Sat Jun  2 00:41:00 2018,,group-news/3,group news,group-news
10880,6657,Sat Jun  2 00:42:36 2018,,group-news/3,group news,group-news
10881,6657,Mon Jun 25 04:42:57 2018,3.0,discussions-reply/29974/?track_id=5b2d1665c803a0709a5a86bc&src=w,discussion page,discussions-reply
10883,6657,Mon Jun 25 04:44:31 2018,3.0,discussions-reply/29974/?track_id=5b2d1665c803a0709a5a86bc&src=w,discussion page,discussions-reply
10954,6827,Wed Jun 27 12:36:21 2018,3.0,discussions-about/24523/0/,discussion page,discussions-about
10956,6887,Sat Jun 16 01:20:18 2018,5.0,event-detail/5402/0/1?track_id=5b23cc5ec803a00ee36e2544&src=n,event page,event-detail
10958,6896,Sat Jun 23 01:31:04 2018,3.0,discussions-about/29974/0,discussion page,discussions-about
10960,6898,Fri Jun  1 21:09:19 2018,3.0,discussions-about/29686/0/1?track_id=5b1165c9c803a02d4e668ac4&src=n,discussion page,discussions-about
10962,6898,Fri Jun  1 21:09:24 2018,1.0,profile/163171,profile page,profile
10963,6898,Fri Jun  1 21:09:28 2018,3.0,discussions-about/29686/0/1,discussion page,discussions-about
10965,6898,Fri Jun  1 21:09:51 2018,1.0,profile/178465,profile page,profile
